Statement,Header,Field Name,Field Value
Statement,Data,Title,Transaction History
Statement,Data,Period,"January 2, 2020 - December 31, 2020"
Statement,Data,WhenGenerated,"2026-03-21, 20:52:53 EDT"
Summary,Header,Field Name,Field Value
Summary,Data,Base Currency,USD
Summary,Data,Starting Cash,331840.39066896297
Summary,Data,Change,-98880.83450059997
Summary,Data,Ending Cash,232959.556168363
Transaction History,Header,Date,Account,Description,Transaction Type,Symbol,Quantity,Price,Price Currency,Gross Amount ,Commission,Net Amount
Transaction History,Data,2020-04-21,U***2030,AMD 19JUN20 39.0 C,Buy,AMD   200619C00039000,1.0,17.35,USD,-1735.0,-1.0938,-1736.0938
Transaction History,Data,2020-04-21,U***132,AMD 17JUL20 40.0 C,Buy,AMD   200717C00040000,1.0,16.95,USD,-1695.0,-1.0938,-1696.0938
Transaction History,Data,2020-04-21,U***2030,AMD 19MAR21 50.0 C,Sell,AMD   210319C00050000,-1.0,14.23,USD,1423.0,-1.1272483,1421.8727517
Transaction History,Data,2020-04-21,U***2030,AMD 19JUN20 40.0 C,Buy,AMD   200619C00040000,1.0,16.72,USD,-1672.0,-1.0938,-1673.0938
Transaction History,Data,2020-04-21,U***2030,AMD 15JAN21 45.0 C,Sell,AMD   210115C00045000,-1.0,16.37,USD,1637.0,-1.1319777,1635.8680223
Transaction History,Data,2020-04-21,U***2030,AMD 19JUN20 35.0 C,Buy,AMD   200619C00035000,1.0,21.59,USD,-2159.0,-1.0938,-2160.0938
Transaction History,Data,2020-04-21,U***2030,AMD 19MAR21 47.0 C,Sell,AMD   210319C00047000,-1.0,16.22,USD,1622.0,-1.1316462,1620.8683538
Transaction History,Data,2020-04-21,U***2030,AMD 19JUN20 41.0 C,Buy,AMD   200619C00041000,1.0,16.1,USD,-1610.0,-1.0938,-1611.0938
Transaction History,Data,2020-04-21,U***638,VODAFONE GROUP PLC-SP ADR,Buy,VOD,100.0,13.23,USD,-1323.0,-1.0,-1324.0
Transaction History,Data,2020-04-21,U***132,AMD 19JUN20 41.0 C,Buy,AMD   200619C00041000,1.0,17.18,USD,-1718.0,-1.0938,-1719.0938
Transaction History,Data,2020-04-21,U***132,AMD 15JAN21 45.0 C,Sell,AMD   210115C00045000,-1.0,17.51,USD,1751.0,-1.1344971,1749.8655029
Transaction History,Data,2020-04-21,U***132,AMD 19MAR21 50.0 C,Sell,AMD   210319C00050000,-1.0,14.69,USD,1469.0,-1.1282649,1467.8717351
Transaction History,Data,2020-04-21,U***132,AMD 19JUN20 40.0 C,Buy,AMD   200619C00040000,1.0,17.14,USD,-1714.0,-1.0938,-1715.0938
Transaction History,Data,2020-04-21,U***2030,AMD 19MAR21 38.0 C,Sell,AMD   210319C00038000,-1.0,22.11,USD,2211.0,-1.1446631,2209.8553369
Transaction History,Data,2020-04-20,U***2030,AMD 19JUN20 38.0 C,Buy,AMD   200619C00038000,1.0,18.73,USD,-1873.0,-1.0938,-1874.0938
Transaction History,Data,2020-04-20,U***2030,AMD 15JAN21 40.0 C,Sell,AMD   210115C00040000,-1.0,19.85,USD,1985.0,-1.1396685,1983.8603315
Transaction History,Data,2020-04-20,U***638,AUY 16OCT20 5.5 C,Sell,AUY   201016C00005500,-1.0,0.52,USD,52.0,-1.0969492,50.9030508
Transaction History,Data,2020-04-20,U***638,AUY 16OCT20 5.0 C,Sell,AUY   201016C00005000,-1.0,0.66,USD,66.0,-1.0972586,64.9027414
Transaction History,Data,2020-04-20,U***638,VOD 15JAN21 13.0 C,Sell,VOD   210115C00013000,-1.0,2.06,USD,206.0,-1.1003526,204.8996474
Transaction History,Data,2020-04-17,U***2030,Sell -100 EXXON MOBIL CORP (Exercise),Exercise,XOM,-100.0,67.5,USD,6750.0,-0.161075,6749.838925
Transaction History,Data,2020-04-17,U***132,AMD 19JUN20 42.0 C,Buy,AMD   200619C00042000,1.0,15.65,USD,-1565.0,-0.6438,-1565.6438
Transaction History,Data,2020-04-17,U***132,AMD 16OCT20 45.0 C,Sell,AMD   201016C00045000,-1.0,15.4,USD,1540.0,-0.679834,1539.320166
Transaction History,Data,2020-04-17,U***638,ORCL 18SEP20 60.0 C,Sell,ORCL  200918C00060000,-1.0,2.27,USD,227.0,-0.8008167,226.1991833
Transaction History,Data,2020-04-17,U***638,ORCL 17JUL20 57.5 C,Sell,ORCL  200717C00057500,-1.0,2.27,USD,227.0,-0.8008167,226.1991833
Transaction History,Data,2020-04-17,U***638,SLV 15MAY20 15.0 C,Buy,SLV   200515C00015000,1.0,0.32,USD,-32.0,-1.0938,-33.0938
Transaction History,Data,2020-04-17,U***638,SLV 31DEC20 16.5 C,Sell,SLV   201231C00016500,-1.0,1.31,USD,131.0,-1.0986951,129.9013049
Transaction History,Data,2020-04-17,U***638,VOD 15MAY20 15.0 C,Sell,VOD   200515C00015000,-1.0,0.26,USD,26.0,-0.7963746,25.2036254
Transaction History,Data,2020-04-17,U***638,VOD 16OCT20 15.0 C,Sell,VOD   201016C00015000,-1.0,0.8,USD,80.0,-0.797568,79.202432
Transaction History,Data,2020-04-17,U***638,ORCL 15JAN21 60.0 C,Sell,ORCL  210115C00060000,-1.0,3.45,USD,345.0,-1.1034245,343.8965755
Transaction History,Data,2020-04-17,U***638,AMD 19JUN20 29.0 P,Buy,AMD   200619P00029000,1.0,0.21,USD,-21.0,-1.0938,-22.0938
Transaction History,Data,2020-04-17,U***132,SLV 30JUN20 16.5 C,Buy,SLV   200630C00016500,1.0,0.38,USD,-38.0,-0.9838,-38.9838
Transaction History,Data,2020-04-17,U***132,FORD MOTOR CO,Buy,F,100.0,5.155,USD,-515.5,-1.0,-516.5
Transaction History,Data,2020-04-17,U***132,F 19JUN20 7.0 C,Sell,F     200619C00007000,-1.0,0.13,USD,13.0,-1.5760873,11.4239127
Transaction History,Data,2020-04-17,U***132,ORCL 17APR20 57.5 C,Buy,ORCL  200417C00057500,1.0,0.01,USD,-1.0,-,-1.0
Transaction History,Data,2020-04-17,U***132,ORCL 18SEP20 60.0 C,Sell,ORCL  200918C00060000,-1.0,2.26,USD,226.0,-0.8007946,225.1992054
Transaction History,Data,2020-04-17,U***2030,XOM 16OCT20 47.5 C,Sell,XOM   201016C00047500,-1.0,2.63,USD,263.0,-0.8016123,262.1983877
Transaction History,Data,2020-04-17,U***2030,NIO 15MAY20 1.0 P,Buy,NIO   200515P00001000,1.0,0.01,USD,-1.0,-,-1.0
Transaction History,Data,2020-04-17,U***638,AUY 16OCT20 5.0 P,Sell,AUY   201016P00005000,-1.0,1.33,USD,133.0,-0.7987393,132.2012607
Transaction History,Data,2020-04-17,U***132,SLV 30JUN20 18.0 C,Buy,SLV   200630C00018000,1.0,0.22,USD,-22.0,-1.0938,-23.0938
Transaction History,Data,2020-04-17,U***132,ISHARES SILVER TRUST,Buy,SLV,100.0,14.14,USD,-1414.0,-1.0,-1415.0
Transaction History,Data,2020-04-17,U***638,WMT 19JUN20 115.0 P,Sell,WMT   200619P00115000,-1.0,2.13,USD,213.0,-0.8005073,212.1994927
Transaction History,Data,2020-04-17,U***2030,WMT 18SEP20 115.0 P,Sell,WMT   200918P00115000,-1.0,4.3,USD,430.0,-0.805303,429.194697
Transaction History,Data,2020-04-17,U***2030,ORCL 18SEP20 57.5 C,Sell,ORCL  200918C00057500,-1.0,3.2,USD,320.0,-0.802872,319.197128
Transaction History,Data,2020-04-17,U***638,ELASTIC NV,Buy,ESTC,100.0,59.99,USD,-5999.0,-1.0,-6000.0
Transaction History,Data,2020-04-17,U***2030,ESTC 20NOV20 80.0 C,Sell,ESTC  201120C00080000,-1.0,4.75,USD,475.0,-0.3062975,474.6937025
Transaction History,Data,2020-04-17,U***2030,ELASTIC NV,Buy,ESTC,100.0,60.45,USD,-6045.0,-1.0,-6046.0
Transaction History,Data,2020-04-17,U***2030,ESTC 20NOV20 75.0 C,Sell,ESTC  201120C00075000,-1.0,5.95,USD,595.0,-0.3089495,594.6910505
Transaction History,Data,2020-04-17,U***638,ESTC 20NOV20 80.0 C,Sell,ESTC  201120C00080000,-1.0,4.8,USD,480.0,-0.356408,479.643592
Transaction History,Data,2020-04-17,U***638,AUY 17JUL20 5.0 P,Sell,AUY   200717P00005000,-1.0,1.09,USD,109.0,-0.7982089,108.2017911
Transaction History,Data,2020-04-17,U***638,VODAFONE GROUP PLC-SP ADR,Buy,VOD,100.0,13.61,USD,-1361.0,-1.0,-1362.0
Transaction History,Data,2020-04-17,U***638,SLV 30SEP20 16.0 C,Buy,SLV   200930C00016000,1.0,1.02,USD,-102.0,-0.7238,-102.7238
Transaction History,Data,2020-04-17,U***638,SLV 30SEP20 15.0 C,Buy,SLV   200930C00015000,1.0,1.3,USD,-130.0,-1.5738,-131.5738
Transaction History,Data,2020-04-17,U***2030,ELASTIC NV,Buy,ESTC,100.0,59.99,USD,-5999.0,-1.0,-6000.0
Transaction History,Data,2020-04-17,U***638,ELASTIC NV,Buy,ESTC,100.0,59.96,USD,-5996.0,-1.0,-5997.0
Transaction History,Data,2020-04-17,U***638,ESTC 20NOV20 75.0 C,Sell,ESTC  201120C00075000,-1.0,5.95,USD,595.0,-0.3089495,594.6910505
Transaction History,Data,2020-04-17,U***638,SLV 30JUN20 16.5 C,Buy,SLV   200630C00016500,1.0,0.38,USD,-38.0,-1.0938,-39.0938
Transaction History,Data,2020-04-15,U***638,XOM 19JUN20 75.0 C,Buy,XOM   200619C00075000,1.0,0.02,USD,-2.0,-0.7938,-2.7938
Transaction History,Data,2020-04-15,U***638,XOM 18SEP20 75.0 C,Buy,XOM   200918C00075000,1.0,0.06,USD,-6.0,-1.0938,-7.0938
Transaction History,Data,2020-04-15,U***638,PHG 15MAY20 40.0 C,Sell,PHG   200515C00040000,-1.0,2.09,USD,209.0,-0.3504189,208.6495811
Transaction History,Data,2020-04-15,U***638,XOM 17JUL20 70.0 C,Buy,XOM   200717C00070000,1.0,0.04,USD,-4.0,-0.7938,-4.7938
Transaction History,Data,2020-04-15,U***638,PHG 17APR20 40.0 C,Buy,PHG   200417C00040000,1.0,1.12,USD,-112.0,-0.3438,-112.3438
Transaction History,Data,2020-04-14,U***132,AUY(CA98462Y1007) Cash Dividend USD 0.0125 per Share (Ordinary Dividend),Dividend,AUY,-,-,-,13.75,-,13.75
Transaction History,Data,2020-04-14,U***638,AUY(CA98462Y1007) Cash Dividend USD 0.0125 per Share (Ordinary Dividend),Dividend,AUY,-,-,-,25.0,-,25.0
Transaction History,Data,2020-04-14,U***638,AUY(CA98462Y1007) Cash Dividend USD 0.0125 per Share - CA Tax,Foreign Tax Withholding,AUY,-,-,-,-3.75,-,-3.75
Transaction History,Data,2020-04-09,U***132,F 15JAN21 7.0 C,Sell,F     210115C00007000,-1.0,0.63,USD,63.0,-0.7971923,62.2028077
Transaction History,Data,2020-04-09,U***132,F 15JAN21 5.5 C,Sell,F     210115C00005500,-1.0,1.63,USD,163.0,-0.7994023,162.2005977
Transaction History,Data,2020-04-09,U***132,AUY 17JUL20 3.5 P,Sell,AUY   200717P00003500,-1.0,0.5,USD,50.0,-1.526905,48.473095
Transaction History,Data,2020-04-09,U***132,AUY 17APR20 3.5 P,Buy,AUY   200417P00003500,1.0,0.12,USD,-12.0,-1.5738,-13.5738
Transaction History,Data,2020-04-08,U***638,ESTC 21AUG20 65.0 C,Sell,ESTC  200821C00065000,-1.0,5.6,USD,560.0,-0.258176,559.741824
Transaction History,Data,2020-04-08,U***638,EXXON MOBIL CORP,Buy,XOM,100.0,43.37,USD,-4337.0,-1.0,-4338.0
Transaction History,Data,2020-04-08,U***638,XOM 18SEP20 47.5 C,Sell,XOM   200918C00047500,-1.0,3.35,USD,335.0,-0.6732035,334.3267965
Transaction History,Data,2020-04-08,U***638,XOM 18SEP20 50.0 C,Sell,XOM   200918C00050000,-1.0,2.41,USD,241.0,-0.8011261,240.1988739
Transaction History,Data,2020-04-08,U***2030,AMD 15JAN21 37.0 C,Sell,AMD   210115C00037000,-1.0,15.75,USD,1575.0,-0.6806075,1574.3193925
Transaction History,Data,2020-04-08,U***2030,AMD 15MAY20 34.0 C,Buy,AMD   200515C00034000,1.0,15.17,USD,-1517.0,-0.6438,-1517.6438
Transaction History,Data,2020-04-08,U***132,FORD MOTOR CO,Buy,F,100.0,4.99,USD,-499.0,-1.0,-500.0
Transaction History,Data,2020-04-08,U***132,F 18SEP20 7.0 C,Sell,F     200918C00007000,-1.0,0.32,USD,32.0,-0.8965072,31.1034928
Transaction History,Data,2020-04-08,U***132,F 18SEP20 6.0 C,Sell,F     200918C00006000,-1.0,0.59,USD,59.0,-1.5271039,57.4728961
Transaction History,Data,2020-04-08,U***638,XOM 18SEP20 55.0 C,Sell,XOM   200918C00055000,-1.0,1.26,USD,126.0,-0.7985846,125.2014154
Transaction History,Data,2020-04-08,U***132,XOM 18SEP20 50.0 C,Sell,XOM   200918C00050000,-1.0,2.51,USD,251.0,-0.8013471,250.1986529
Transaction History,Data,2020-04-08,U***132,XOM 18SEP20 60.0 C,Sell,XOM   200918C00060000,-1.0,0.63,USD,63.0,-1.0971923,61.9028077
Transaction History,Data,2020-04-08,U***638,XOM 17JUL20 52.5 C,Sell,XOM   200717C00052500,-1.0,1.26,USD,126.0,-1.0985846,124.9014154
Transaction History,Data,2020-04-08,U***2030,XOM 16OCT20 67.5 P,Sell,XOM   201016P00067500,-1.0,24.57,USD,2457.0,-1.1500997,2455.8499003
Transaction History,Data,2020-04-08,U***2030,XOM 17APR20 67.5 P,Buy,XOM   200417P00067500,1.0,23.52,USD,-2352.0,-1.0938,-2353.0938
Transaction History,Data,2020-04-06,U***2030,WMT(US9311421039) Cash Dividend USD 0.54 per Share (Ordinary Dividend),Dividend,WMT,-,-,-,54.0,-,54.0
Transaction History,Data,2020-04-06,U***638,WMT(US9311421039) Cash Dividend USD 0.54 per Share (Ordinary Dividend),Dividend,WMT,-,-,-,108.0,-,108.0
Transaction History,Data,2020-04-03,U***638,K*****70:OPRA NP L1 for Mar 2020,Other Fee,-,-,-,-,1.5,-,1.5
Transaction History,Data,2020-04-03,U***638,k*****70:NASDAQ Level I for Apr 2020,Other Fee,-,-,-,-,-1.5,-,-1.5
Transaction History,Data,2020-04-03,U***638,K*****70:OPRA NP L1 for Apr 2020,Other Fee,-,-,-,-,-1.5,-,-1.5
Transaction History,Data,2020-04-03,U***638,k*****70:NYSE Level I for Apr 2020,Other Fee,-,-,-,-,-1.5,-,-1.5
Transaction History,Data,2020-04-03,U***638,USD Credit Interest for Mar-2020,Credit Interest,-,-,-,-,45.53,-,45.53
Transaction History,Data,2020-04-03,U***132,USD Credit Interest for Mar-2020,Credit Interest,-,-,-,-,0.95,-,0.95
Transaction History,Data,2020-04-03,U***2030,USD Credit Interest for Mar-2020,Credit Interest,-,-,-,-,46.79,-,46.79
Transaction History,Data,2020-03-30,U***132,Sell -100 FITBIT INC - A (Assignment),Assignment,FIT,-100.0,5.0,USD,500.0,-0.02295,499.97705
Transaction History,Data,2020-03-27,U***2030,Buy 100 EXXON MOBIL CORP (Assignment),Assignment,XOM,100.0,67.5,USD,-6750.0,-,-6750.0
