Statement,Header,Field Name,Field Value
Statement,Data,Title,Transaction History
Statement,Data,Period,"January 2, 2020 - December 31, 2020"
Statement,Data,WhenGenerated,"2026-03-21, 20:52:53 EDT"
Summary,Header,Field Name,Field Value
Summary,Data,Base Currency,USD
Summary,Data,Starting Cash,331840.39066896297
Summary,Data,Change,-98880.83450059997
Summary,Data,Ending Cash,232959.556168363
Transaction History,Header,Date,Account,Description,Transaction Type,Symbol,Quantity,Price,Price Currency,Gross Amount ,Commission,Net Amount
Transaction History,Data,2020-09-18,U***638,AMD 17SEP21 45.0 C,Sell,AMD   210917C00045000,-1.0,32.7,USD,3270.0,-0.708067,3269.291933
Transaction History,Data,2020-09-18,U***2030,F 16OCT20 7.0 C,Sell,F     201016C00007000,-1.0,0.51,USD,51.0,-1.0769271,49.9230729
Transaction History,Data,2020-09-18,U***638,AUY 16OCT20 5.0 C,Buy,AUY   201016C00005000,1.0,1.26,USD,-126.0,-0.6338,-126.6338
Transaction History,Data,2020-09-18,U***638,AUY 16APR21 6.0 C,Sell,AUY   210416C00006000,-1.0,1.13,USD,113.0,-0.6382973,112.3617027
Transaction History,Data,2020-09-18,U***638,AUY 16OCT20 5.5 C,Buy,AUY   201016C00005500,1.0,0.79,USD,-79.0,-0.6338,-79.6338
Transaction History,Data,2020-09-18,U***638,AUY 15JAN21 6.0 C,Sell,AUY   210115C00006000,-1.0,0.85,USD,85.0,-0.6376785,84.3623215
Transaction History,Data,2020-09-18,U***638,AMD 16OCT20 52.5 C,Buy,AMD   201016C00052500,1.0,21.79,USD,-2179.0,-0.6338,-2179.6338
Transaction History,Data,2020-09-18,U***638,AMD 16APR21 55.0 C,Sell,AMD   210416C00055000,-1.0,23.21,USD,2321.0,-0.6870941,2320.3129059
Transaction History,Data,2020-09-18,U***638,AUY 15JAN21 6.0 C,Sell,AUY   210115C00006000,-1.0,0.85,USD,85.0,-0.6376785,84.3623215
Transaction History,Data,2020-09-18,U***638,AUY 16OCT20 5.5 C,Buy,AUY   201016C00005500,1.0,0.78,USD,-78.0,-0.6338,-78.6338
Transaction History,Data,2020-09-18,U***638,AUY 16OCT20 7.0 C,Buy,AUY   201016C00007000,1.0,0.11,USD,-11.0,-0.7838,-11.7838
Transaction History,Data,2020-09-18,U***638,DBX 15JAN21 19.0 P,Sell,DBX   210115P00019000,-1.0,2.01,USD,201.0,-0.6402421,200.3597579
Transaction History,Data,2020-09-18,U***638,DBX 16OCT20 20.0 P,Buy,DBX   201016P00020000,1.0,1.56,USD,-156.0,-0.6338,-156.6338
Transaction History,Data,2020-09-18,U***638,EXXON MOBIL CORP,Buy,XOM,100.0,36.755,USD,-3675.5,-1.0,-3676.5
Transaction History,Data,2020-09-18,U***638,AUY 15JAN21 7.0 C,Sell,AUY   210115C00007000,-1.0,0.5,USD,50.0,-0.636905,49.363095
Transaction History,Data,2020-09-18,U***638,AUY 16OCT20 7.0 C,Buy,AUY   201016C00007000,1.0,0.1,USD,-10.0,-0.6338,-10.6338
Transaction History,Data,2020-09-18,U***132,SLV 30SEP20 16.5 C,Buy,SLV   200930C00016500,1.0,8.56,USD,-856.0,-0.6338,-856.6338
Transaction History,Data,2020-09-18,U***132,SLV 16APR21 23.0 C,Sell,SLV   210416C00023000,-1.0,4.11,USD,411.0,-0.7248831,410.2751169
Transaction History,Data,2020-09-18,U***132,SLV 16APR21 23.0 C,Sell,SLV   210416C00023000,-1.0,4.12,USD,412.0,0.0550948,412.0550948
Transaction History,Data,2020-09-18,U***132,SLV 30SEP20 16.5 C,Buy,SLV   200930C00016500,1.0,8.56,USD,-856.0,-0.0138,-856.0138
Transaction History,Data,2020-09-18,U***132,SLV 19MAR21 23.0 C,Sell,SLV   210319C00023000,-1.0,3.94,USD,394.0,-0.6445074,393.3554926
Transaction History,Data,2020-09-18,U***132,SLV 16APR21 24.0 C,Sell,SLV   210416C00024000,-1.0,3.65,USD,365.0,-0.6438665,364.3561335
Transaction History,Data,2020-09-18,U***132,SLV 30SEP20 17.0 C,Buy,SLV   200930C00017000,1.0,8.08,USD,-808.0,-0.6338,-808.6338
Transaction History,Data,2020-09-18,U***132,SLV 30SEP20 17.5 C,Buy,SLV   200930C00017500,1.0,7.58,USD,-758.0,-0.6338,-758.6338
Transaction History,Data,2020-09-18,U***132,SLV 31DEC20 17.0 C,Sell,SLV   201231C00017000,-1.0,8.15,USD,815.0,-0.6538115,814.3461885
Transaction History,Data,2020-09-18,U***132,SLV 30SEP20 17.0 C,Buy,SLV   200930C00017000,1.0,8.06,USD,-806.0,-0.6338,-806.6338
Transaction History,Data,2020-09-18,U***2030,F 19MAR21 10.0 C,Sell,F     210319C00010000,-1.0,0.21,USD,21.0,-0.8862641,20.113735900000002
Transaction History,Data,2020-09-18,U***2030,XOM 21MAY21 50.0 C,Buy,XOM   210521C00050000,1.0,0.7,USD,-70.0,-1.5738,-71.5738
Transaction History,Data,2020-09-18,U***2030,FORD MOTOR CO,Buy,F,100.0,7.25,USD,-725.0,-1.0,-726.0
Transaction History,Data,2020-09-18,U***2030,F 18DEC20 9.0 C,Sell,F     201218C00009000,-1.0,0.18,USD,18.0,-1.0761978,16.9238022
Transaction History,Data,2020-09-18,U***2030,F 16OCT20 8.0 C,Sell,F     201016C00008000,-1.0,0.11,USD,11.0,-1.0760431,9.9239569
Transaction History,Data,2020-09-18,U***2030,F 16OCT20 7.0 P,Sell,F     201016P00007000,-1.0,0.23,USD,23.0,-1.5163083,21.4836917
Transaction History,Data,2020-09-18,U***2030,FORD MOTOR CO,Buy,F,100.0,7.275,USD,-727.5,-1.0,-728.5
Transaction History,Data,2020-09-18,U***638,VODAFONE GROUP PLC-SP ADR,Buy,VOD,100.0,14.01,USD,-1401.0,-1.0,-1402.0
Transaction History,Data,2020-09-18,U***638,VOD 20NOV20 16.0 C,Sell,VOD   201120C00016000,-1.0,0.26,USD,26.0,-0.7863746,25.2136254
Transaction History,Data,2020-09-18,U***2030,EXXON MOBIL CORP,Buy,XOM,100.0,36.79,USD,-3679.0,-1.0,-3680.0
Transaction History,Data,2020-09-18,U***638,VODAFONE GROUP PLC-SP ADR,Buy,VOD,100.0,14.015,USD,-1401.5,-1.0,-1402.5
Transaction History,Data,2020-09-18,U***638,XOM 15JAN21 40.0 C,Sell,XOM   210115C00040000,-1.0,1.69,USD,169.0,-1.0895349,167.9104651
Transaction History,Data,2020-09-18,U***638,XOM 15JAN21 45.0 C,Sell,XOM   210115C00045000,-1.0,0.69,USD,69.0,-1.0873249,67.9126751
Transaction History,Data,2020-09-18,U***638,XOM 15JAN21 37.5 C,Sell,XOM   210115C00037500,-1.0,2.79,USD,279.0,-1.0919659,277.9080341
Transaction History,Data,2020-09-18,U***2030,XOM 20NOV20 42.5 C,Sell,XOM   201120C00042500,-1.0,0.63,USD,63.0,-1.0871923,61.9128077
Transaction History,Data,2020-09-18,U***2030,XOM 15JAN21 42.5 C,Sell,XOM   210115C00042500,-1.0,1.13,USD,113.0,-1.0882973,111.9117027
Transaction History,Data,2020-09-18,U***132,Buy 100 FORD MOTOR CO (Exercise),Exercise,F,100.0,7.0,USD,-700.0,-,-700.0
Transaction History,Data,2020-09-14,U***132,ORCL 18SEP20 60.0 C,Buy,ORCL  200918C00060000,1.0,1.92,USD,-192.0,-1.0838,-193.0838
Transaction History,Data,2020-09-14,U***132,ORCL 18DEC20 60.0 C,Sell,ORCL  201218C00060000,-1.0,4.35,USD,435.0,-1.0954135,433.9045865
Transaction History,Data,2020-09-10,U***2030,F 18DEC20 7.0 C,Sell,F     201218C00007000,-1.0,0.72,USD,72.0,-1.0873912,70.9126088
Transaction History,Data,2020-09-10,U***2030,F 18SEP20 7.0 C,Buy,F     200918C00007000,1.0,0.16,USD,-16.0,-1.0838,-17.0838
Transaction History,Data,2020-09-10,U***638,XOM(US30231G1022) Cash Dividend USD 0.87 per Share (Ordinary Dividend),Dividend,XOM,-,-,-,870.0,-,870.0
Transaction History,Data,2020-09-10,U***132,XOM(US30231G1022) Cash Dividend USD 0.87 per Share (Ordinary Dividend),Dividend,XOM,-,-,-,348.0,-,348.0
Transaction History,Data,2020-09-10,U***2030,XOM(US30231G1022) Cash Dividend USD 0.87 per Share (Ordinary Dividend),Dividend,XOM,-,-,-,2175.0,-,2175.0
Transaction History,Data,2020-09-10,U***638,Buy 100 FORD MOTOR CO (Assignment),Assignment,F,100.0,10.0,USD,-1000.0,-,-1000.0
Transaction History,Data,2020-09-08,U***638,WMT(US9311421039) Cash Dividend USD 0.54 per Share (Ordinary Dividend),Dividend,WMT,-,-,-,108.0,-,108.0
Transaction History,Data,2020-09-08,U***638,AUY 16OCT20 5.0 P,Buy,AUY   201016P00005000,1.0,0.1,USD,-10.0,-1.0738,-11.0738
Transaction History,Data,2020-09-08,U***2030,WMT(US9311421039) Cash Dividend USD 0.54 per Share (Ordinary Dividend),Dividend,WMT,-,-,-,54.0,-,54.0
Transaction History,Data,2020-09-04,U***638,SLV 30SEP20 19.5 C,Buy,SLV   200930C00019500,2.0,5.1,USD,-1020.0,-2.4476,-1022.4476
Transaction History,Data,2020-09-04,U***132,F 15JAN21 7.0 C,Sell,F     210115C00007000,-1.0,0.76,USD,76.0,-1.5774796,74.4225204
Transaction History,Data,2020-09-04,U***132,F 18SEP20 7.0 C,Buy,F     200918C00007000,1.0,0.2,USD,-20.0,-1.5738,-21.5738
Transaction History,Data,2020-09-04,U***2030,Buy 100 EXXON MOBIL CORP (Assignment),Assignment,XOM,100.0,67.5,USD,-6750.0,-,-6750.0
Transaction History,Data,2020-09-04,U***638,SLV 15JAN21 25.0 C,Sell,SLV   210115C00025000,-2.0,2.73,USD,546.0,-2.4636666,543.5363334
Transaction History,Data,2020-09-04,U***132,F 18DEC20 7.0 C,Sell,F     201218C00007000,-1.0,0.63,USD,63.0,-1.5771923,61.4228077
Transaction History,Data,2020-09-04,U***132,F 18SEP20 6.0 C,Buy,F     200918C00006000,1.0,0.81,USD,-81.0,-1.5738,-82.5738
Transaction History,Data,2020-09-03,U***638,SLV 31DEC20 22.0 C,Sell,SLV   201231C00022000,-1.0,4.2,USD,420.0,-1.095082,418.904918
Transaction History,Data,2020-09-03,U***638,SLV 30SEP20 19.0 C,Buy,SLV   200930C00019000,1.0,5.82,USD,-582.0,-1.0838,-583.0838
Transaction History,Data,2020-09-03,U***638,SLV 20NOV20 22.0 C,Sell,SLV   201120C00022000,-1.0,3.82,USD,382.0,-1.0942422,380.9057578
Transaction History,Data,2020-09-03,U***638,SLV 30SEP20 20.0 C,Buy,SLV   200930C00020000,1.0,4.84,USD,-484.0,-1.0838,-485.0838
Transaction History,Data,2020-09-03,U***2030,F 18DEC20 6.0 C,Sell,F     201218C00006000,-1.0,1.2,USD,120.0,-1.578452,118.421548
Transaction History,Data,2020-09-03,U***2030,F 18SEP20 6.0 C,Buy,F     200918C00006000,1.0,0.84,USD,-84.0,-1.5738,-85.5738
Transaction History,Data,2020-09-03,U***638,K*****70:OPRA NP L1 for Aug 2020,Other Fee,-,-,-,-,1.5,-,1.5
Transaction History,Data,2020-09-03,U***638,K*****70:US Consolidated Snapshot for Aug 2020,Other Fee,-,-,-,-,-0.12,-,-0.12
Transaction History,Data,2020-09-03,U***638,K*****70:US Consolidated Snapshot for Aug 2020,Other Fee,-,-,-,-,0.12,-,0.12
Transaction History,Data,2020-09-02,U***638,K*****70:OPRA NP L1 for Sep 2020,Other Fee,-,-,-,-,-1.5,-,-1.5
Transaction History,Data,2020-09-01,U***638,Disbursement Initiated by Kenneth I Macpherson,Withdrawal,-,-,-,-,-2020.0,-,-2020.0
Transaction History,Data,2020-08-26,U***638,SLV 16APR21 24.0 C,Sell,SLV   210416C00024000,-1.0,3.87,USD,387.0,-1.1043527,385.8956473
Transaction History,Data,2020-08-26,U***638,SLV 30SEP20 18.0 C,Buy,SLV   200930C00018000,1.0,6.74,USD,-674.0,-1.0938,-675.0938
Transaction History,Data,2020-08-26,U***132,F 18SEP20 7.0 C,Buy,F     200918C00007000,1.0,0.21,USD,-21.0,-1.5838,-22.5838
Transaction History,Data,2020-08-26,U***132,F 18DEC20 8.0 C,Sell,F     201218C00008000,-1.0,0.3,USD,30.0,-1.586463,28.413537
Transaction History,Data,2020-08-21,U***638,AMD 16OCT20 47.0 P,Buy,AMD   201016P00047000,1.0,0.14,USD,-14.0,-0.7938,-14.7938
Transaction History,Data,2020-08-21,U***638,Buy 100 FORD MOTOR CO (Assignment),Assignment,F,100.0,9.0,USD,-900.0,-,-900.0
Transaction History,Data,2020-08-21,U***2030,Buy 100 FORD MOTOR CO (Assignment),Assignment,F,100.0,9.0,USD,-900.0,-,-900.0
Transaction History,Data,2020-08-21,U***638,Sell -100 ELASTIC NV (Assignment),Assignment,ESTC,-100.0,65.0,USD,6500.0,-0.15555,6499.84445
Transaction History,Data,2020-08-20,U***2030,XOM 18SEP20 52.5 C,Buy,XOM   200918C00052500,1.0,0.04,USD,-4.0,-1.0938,-5.0938
Transaction History,Data,2020-08-20,U***638,AMD 16OCT20 43.0 P,Buy,AMD   201016P00043000,1.0,0.1,USD,-10.0,-1.0938,-11.0938
Transaction History,Data,2020-08-19,U***2030,XOM 18SEP20 50.0 C,Buy,XOM   200918C00050000,1.0,0.1,USD,-10.0,-0.7938,-10.7938
Transaction History,Data,2020-08-19,U***638,SLV 15JAN21 23.5 C,Sell,SLV   210115C00023500,-1.0,4.01,USD,401.0,-1.1046621,399.8953379
Transaction History,Data,2020-08-19,U***638,SLV 30SEP20 17.5 C,Buy,SLV   200930C00017500,1.0,7.59,USD,-759.0,-1.0938,-760.0938
Transaction History,Data,2020-08-19,U***638,SLV 15JAN21 25.0 C,Sell,SLV   210115C00025000,-1.0,3.33,USD,333.0,-1.1031593,331.8968407
Transaction History,Data,2020-08-19,U***638,SLV 30SEP20 18.5 C,Buy,SLV   200930C00018500,1.0,6.55,USD,-655.0,-1.0938,-656.0938
Transaction History,Data,2020-08-18,U***132,DROPBOX INC-CLASS A,Buy,DBX,100.0,20.288,USD,-2028.8,-1.0,-2029.8
Transaction History,Data,2020-08-18,U***132,DBX 15JAN21 23.0 C,Sell,DBX   210115C00023000,-1.0,1.44,USD,144.0,-0.7989824,143.2010176
Transaction History,Data,2020-08-18,U***132,SLV 30SEP20 16.0 P,Buy,SLV   200930P00016000,1.0,0.04,USD,-4.0,-1.5238,-5.5238
Transaction History,Data,2020-08-18,U***2030,EXXON MOBIL CORP,Buy,XOM,100.0,42.49,USD,-4249.0,-1.0,-4250.0
Transaction History,Data,2020-08-18,U***638,RACKSPACE TECHNOLOGY INC,Buy,RXT,100.0,19.3,USD,-1930.0,-1.0,-1931.0
Transaction History,Data,2020-08-18,U***638,RXT 19FEB21 22.5 C,Sell,RXT   210219C00022500,-1.0,3.5,USD,350.0,-1.103535,348.896465
Transaction History,Data,2020-08-18,U***2030,RACKSPACE TECHNOLOGY INC,Buy,RXT,100.0,19.2,USD,-1920.0,-1.0,-1921.0
Transaction History,Data,2020-08-18,U***2030,RXT 19FEB21 25.0 C,Sell,RXT   210219C00025000,-1.0,3.0,USD,300.0,-1.10243,298.89757
Transaction History,Data,2020-08-18,U***638,RACKSPACE TECHNOLOGY INC,Buy,RXT,20.0,19.29,USD,-385.8,-1.0,-386.8
Transaction History,Data,2020-08-18,U***638,RACKSPACE TECHNOLOGY INC,Buy,RXT,52.0,19.29,USD,-1003.08,-,-1003.08
Transaction History,Data,2020-08-18,U***638,RACKSPACE TECHNOLOGY INC,Buy,RXT,28.0,19.29,USD,-540.12,-,-540.12
Transaction History,Data,2020-08-18,U***638,RXT 19FEB21 25.0 C,Sell,RXT   210219C00025000,-1.0,3.0,USD,300.0,-1.10243,298.89757
Transaction History,Data,2020-08-18,U***2030,RACKSPACE TECHNOLOGY INC,Buy,RXT,100.0,19.18,USD,-1918.0,-1.0,-1919.0
Transaction History,Data,2020-08-18,U***2030,RXT 19FEB21 30.0 C,Sell,RXT   210219C00030000,-1.0,2.1,USD,210.0,-1.100441,208.899559
Transaction History,Data,2020-08-18,U***638,RACKSPACE TECHNOLOGY INC,Buy,RXT,100.0,19.19,USD,-1919.0,-1.0,-1920.0
Transaction History,Data,2020-08-18,U***638,K*****70:OPRA NP L1 for Aug 2020,Other Fee,-,-,-,-,-1.5,-,-1.5
Transaction History,Data,2020-08-18,U***638,DBX 15JAN21 21.0 C,Sell,DBX   210115C00021000,-1.0,2.11,USD,211.0,-0.8004631,210.1995369
Transaction History,Data,2020-08-18,U***2030,DROPBOX INC-CLASS A,Buy,DBX,100.0,20.2973,USD,-2029.73,-1.0,-2030.73
Transaction History,Data,2020-08-18,U***2030,DBX 15JAN21 25.0 C,Sell,DBX   210115C00025000,-1.0,0.99,USD,99.0,-0.7979879,98.2020121
Transaction History,Data,2020-08-18,U***2030,DBX 15JAN21 21.0 C,Sell,DBX   210115C00021000,-1.0,2.15,USD,215.0,-1.5905515,213.4094485
Transaction History,Data,2020-08-18,U***2030,DROPBOX INC-CLASS A,Buy,DBX,100.0,20.29,USD,-2029.0,-1.0,-2030.0
Transaction History,Data,2020-08-18,U***638,DBX 16OCT20 20.0 P,Sell,DBX   201016P00020000,-1.0,1.25,USD,125.0,-1.0985625,123.9014375
Transaction History,Data,2020-08-18,U***638,DROPBOX INC-CLASS A,Buy,DBX,100.0,20.21,USD,-2021.0,-1.0,-2022.0
Transaction History,Data,2020-08-18,U***132,AUY 15JAN21 7.0 C,Sell,AUY   210115C00007000,-1.0,0.71,USD,71.0,-1.0973691,69.9026309
Transaction History,Data,2020-08-18,U***2030,BYND 15JAN21 125.0 P,Buy,BYND  210115P00125000,1.0,20.25,USD,-2025.0,-0.6638,-2025.6638
Transaction History,Data,2020-08-18,U***638,DROPBOX INC-CLASS A,Buy,DBX,100.0,20.19,USD,-2019.0,-1.0,-2020.0
Transaction History,Data,2020-08-18,U***638,DBX 15JAN21 25.0 C,Sell,DBX   210115C00025000,-1.0,0.96,USD,96.0,-0.7979216,95.2020784
Transaction History,Data,2020-08-18,U***638,AUY 15JAN21 5.5 C,Sell,AUY   210115C00005500,-1.0,1.27,USD,127.0,-1.0986067,125.9013933
Transaction History,Data,2020-08-18,U***638,AUY 21AUG20 5.0 C,Buy,AUY   200821C00005000,1.0,1.18,USD,-118.0,-1.0938,-119.0938
Transaction History,Data,2020-08-18,U***638,AUY 21AUG20 6.0 C,Buy,AUY   200821C00006000,1.0,0.27,USD,-27.0,-1.0938,-28.0938
Transaction History,Data,2020-08-18,U***132,AUY 21AUG20 5.5 C,Buy,AUY   200821C00005500,1.0,0.71,USD,-71.0,-1.0938,-72.0938
Transaction History,Data,2020-08-18,U***638,AUY 16OCT20 7.0 C,Sell,AUY   201016C00007000,-1.0,0.34,USD,34.0,-1.0965514,32.9034486
Transaction History,Data,2020-08-18,U***638,PHG 15JAN21 55.0 C,Sell,PHG   210115C00055000,-1.0,2.55,USD,255.0,-0.2514355,254.7485645
Transaction History,Data,2020-08-18,U***638,VOD 16OCT20 18.0 C,Sell,VOD   201016C00018000,-1.0,0.17,USD,17.0,-1.5861757,15.4138243
Transaction History,Data,2020-08-17,U***638,PHG 15JAN21 60.0 C,Sell,PHG   210115C00060000,-1.0,1.15,USD,115.0,-0.2483415,114.7516585
Transaction History,Data,2020-08-17,U***638,VOD 15JAN21 20.0 C,Sell,VOD   210115C00020000,-1.0,0.22,USD,22.0,-0.7962862,21.2037138
Transaction History,Data,2020-08-17,U***638,WMT 15JAN21 115.0 P,Buy,WMT   210115P00115000,1.0,2.54,USD,-254.0,-0.7938,-254.7938
Transaction History,Data,2020-08-17,U***2030,ORCL 18DEC20 45.0 P,Sell,ORCL  201218P00045000,-1.0,0.92,USD,92.0,-0.7978332,91.2021668
Transaction History,Data,2020-08-17,U***2030,WMT 18SEP20 115.0 P,Buy,WMT   200918P00115000,1.0,0.24,USD,-24.0,-0.7938,-24.7938
Transaction History,Data,2020-08-17,U***638,ORCL 18DEC20 47.5 P,Sell,ORCL  201218P00047500,-1.0,1.37,USD,137.0,-0.7988277,136.2011723
Transaction History,Data,2020-08-17,U***2030,WMT 18DEC20 110.0 P,Buy,WMT   201218P00110000,1.0,1.44,USD,-144.0,-0.7938,-144.7938
Transaction History,Data,2020-08-17,U***638,ORCL 18SEP20 47.5 P,Sell,ORCL  200918P00047500,-1.0,0.31,USD,31.0,-0.7964851,30.203514900000002
Transaction History,Data,2020-08-17,U***638,AUY 16OCT20 7.0 C,Sell,AUY   201016C00007000,-1.0,0.33,USD,33.0,-1.5865293,31.4134707
Transaction History,Data,2020-08-17,U***638,AUY 21AUG20 6.0 C,Buy,AUY   200821C00006000,1.0,0.19,USD,-19.0,-1.5838,-20.5838
Transaction History,Data,2020-08-17,U***638,KONINKLIJKE PHILIPS NVR- NY,Buy,PHG,88.0,52.43,USD,-4613.84,-1.0,-4614.84
Transaction History,Data,2020-08-17,U***638,SLV 19MAR21 20.5 C,Sell,SLV   210319C00020500,-1.0,6.54,USD,654.0,-0.6602534,653.3397466
Transaction History,Data,2020-08-17,U***638,SLV 21AUG20 18.5 C,Buy,SLV   200821C00018500,1.0,6.95,USD,-695.0,-0.6438,-695.6438
Transaction History,Data,2020-08-17,U***638,SLV 19MAR21 23.5 C,Sell,SLV   210319C00023500,-1.0,5.01,USD,501.0,-0.8568721,500.1431279
Transaction History,Data,2020-08-17,U***638,SLV 21AUG20 19.0 C,Buy,SLV   200821C00019000,1.0,6.46,USD,-646.0,-0.7238,-646.7238
Transaction History,Data,2020-08-17,U***638,SLV 21AUG20 19.0 C,Buy,SLV   200821C00019000,1.0,6.5,USD,-650.0,-0.1438,-650.1438
Transaction History,Data,2020-08-17,U***638,SLV 19MAR21 23.5 C,Sell,SLV   210319C00023500,-1.0,4.97,USD,497.0,-0.0367837,496.9632163
Transaction History,Data,2020-08-17,U***638,SLV 21AUG20 19.0 C,Buy,SLV   200821C00019000,1.0,6.47,USD,-647.0,-0.7438,-647.7438
Transaction History,Data,2020-08-17,U***638,SLV 19MAR21 23.5 C,Sell,SLV   210319C00023500,-1.0,4.98,USD,498.0,-0.7568058,497.2431942
Transaction History,Data,2020-08-17,U***638,AMD 15JAN21 60.0 C,Sell,AMD   210115C00060000,-1.0,25.23,USD,2523.0,-0.7015583,2522.2984417
Transaction History,Data,2020-08-17,U***638,AMD 21AUG20 57.5 C,Buy,AMD   200821C00057500,1.0,24.4,USD,-2440.0,-0.6438,-2440.6438
Transaction History,Data,2020-08-17,U***638,SLV 21AUG20 18.0 C,Buy,SLV   200821C00018000,1.0,7.44,USD,-744.0,-0.6438,-744.6438
Transaction History,Data,2020-08-17,U***638,SLV 15JAN21 20.0 C,Sell,SLV   210115C00020000,-1.0,6.5,USD,650.0,-0.660165,649.339835
Transaction History,Data,2020-08-12,U***2030,Buy 200 EXXON MOBIL CORP (Assignment),Assignment,XOM,200.0,77.5,USD,-15500.0,-,-15500.0
Transaction History,Data,2020-08-12,U***2030,Buy 200 EXXON MOBIL CORP (Assignment),Assignment,XOM,200.0,72.5,USD,-14500.0,-,-14500.0
Transaction History,Data,2020-08-07,U***638,VOD(US92857W3088) Cash Dividend USD 0.5301 per Share - FEE,Other Fee,VOD,-,-,-,-3.75,-,-3.75
Transaction History,Data,2020-08-07,U***638,VOD(US92857W3088) Cash Dividend USD 0.5301 per Share (Ordinary Dividend),Dividend,VOD,-,-,-,159.03,-,159.03
Transaction History,Data,2020-08-05,U***638,K*****70:OPRA NP L1 for Jul 2020,Other Fee,-,-,-,-,1.5,-,1.5
Transaction History,Data,2020-07-28,U***2030,ORCL(US68389X1054) Cash Dividend USD 0.24 per Share (Ordinary Dividend),Dividend,ORCL,-,-,-,24.0,-,24.0
Transaction History,Data,2020-07-28,U***638,ORCL(US68389X1054) Cash Dividend USD 0.24 per Share (Ordinary Dividend),Dividend,ORCL,-,-,-,120.0,-,120.0
Transaction History,Data,2020-07-28,U***132,ORCL(US68389X1054) Cash Dividend USD 0.24 per Share (Ordinary Dividend),Dividend,ORCL,-,-,-,72.0,-,72.0
Transaction History,Data,2020-07-17,U***638,Buy 100 YAMANA GOLD INC (Exercise),Exercise,AUY,100.0,5.0,USD,-500.0,-,-500.0
Transaction History,Data,2020-07-15,U***2030,XOM 18SEP20 52.5 C,Sell,XOM   200918C00052500,-1.0,0.62,USD,62.0,-1.0971702,60.9028298
Transaction History,Data,2020-07-15,U***2030,XOM 15JAN21 55.0 C,Sell,XOM   210115C00055000,-1.0,1.37,USD,137.0,-1.0988277,135.9011723
Transaction History,Data,2020-07-15,U***2030,XOM 21AUG20 52.5 C,Sell,XOM   200821C00052500,-1.0,0.26,USD,26.0,-1.0963746,24.9036254
Transaction History,Data,2020-07-15,U***2030,XOM 21AUG20 45.0 C,Sell,XOM   200821C00045000,-1.0,2.02,USD,202.0,-1.1002642,200.8997358
Transaction History,Data,2020-07-15,U***638,XOM 21AUG20 50.0 C,Sell,XOM   200821C00050000,-1.0,0.54,USD,54.0,-1.0969934,52.9030066
Transaction History,Data,2020-07-15,U***2030,XOM 15JAN21 52.5 C,Sell,XOM   210115C00052500,-1.0,1.84,USD,184.0,-0.7998664,183.2001336
Transaction History,Data,2020-07-15,U***638,PHG 17JUL20 40.0 C,Buy,PHG   200717C00040000,1.0,11.1,USD,-1110.0,-0.6938,-1110.6938
Transaction History,Data,2020-07-15,U***638,PHG 15JAN21 45.0 C,Sell,PHG   210115C00045000,-1.0,7.2,USD,720.0,-0.711712,719.288288
Transaction History,Data,2020-07-15,U***132,SLV 31DEC20 18.5 C,Sell,SLV   201231C00018500,-1.0,1.53,USD,153.0,-1.5691813,151.4308187
Transaction History,Data,2020-07-15,U***132,SLV 17JUL20 17.0 C,Buy,SLV   200717C00017000,1.0,1.05,USD,-105.0,-1.5638,-106.5638
Transaction History,Data,2020-07-15,U***638,ORCL 21JAN22 50.0 P,Sell,ORCL  220121P00050000,-1.0,5.25,USD,525.0,-0.6774025,524.3225975
Transaction History,Data,2020-07-15,U***638,ORCL 21JAN22 52.5 P,Sell,ORCL  220121P00052500,-1.0,6.2,USD,620.0,-0.809502,619.190498
Transaction History,Data,2020-07-15,U***2030,ORCL 21JAN22 52.5 P,Sell,ORCL  220121P00052500,-1.0,6.35,USD,635.0,-0.6798335,634.3201665
Transaction History,Data,2020-07-15,U***2030,XOM 18SEP20 50.0 C,Sell,XOM   200918C00050000,-1.0,1.0,USD,100.0,-0.79801,99.20199
Transaction History,Data,2020-07-15,U***638,XOM 15JAN21 50.0 C,Sell,XOM   210115C00050000,-1.0,2.46,USD,246.0,-0.8012366,245.1987634
Transaction History,Data,2020-07-15,U***638,XOM 16OCT20 50.0 C,Sell,XOM   201016C00050000,-1.0,1.43,USD,143.0,-0.7989603,142.2010397
Transaction History,Data,2020-07-15,U***2030,XOM 16OCT20 50.0 C,Sell,XOM   201016C00050000,-1.0,1.43,USD,143.0,-0.7989603,142.2010397
Transaction History,Data,2020-07-15,U***2030,XOM 21AUG20 50.0 C,Sell,XOM   200821C00050000,-1.0,0.53,USD,53.0,-0.7969713,52.2030287
Transaction History,Data,2020-07-15,U***2030,XOM 18SEP20 57.5 C,Sell,XOM   200918C00057500,-1.0,0.23,USD,23.0,-1.0963083,21.9036917
Transaction History,Data,2020-07-15,U***2030,XOM 18SEP20 47.5 C,Sell,XOM   200918C00047500,-1.0,1.62,USD,162.0,-0.7993802,161.2006198
Transaction History,Data,2020-07-15,U***2030,XOM 18SEP20 60.0 C,Sell,XOM   200918C00060000,-1.0,0.15,USD,15.0,-0.8961315,14.1038685
Transaction History,Data,2020-07-14,U***638,AUY(CA98462Y1007) Cash Dividend USD 0.015625 per Share - CA Tax,Foreign Tax Withholding,AUY,-,-,-,-4.45,-,-4.45
